### CGp=(-7.500,-7.500,-1.000)     CGw=(0.000,0.000,1.000) 
57 17.788 17.511 15.568  0.15  0.017 -0.111 -0.096  17.804 17.400 15.472
# collide dist=2.10e-01
56 17.804 17.400 15.472  0.21  0.024 -0.158 -0.136  17.828 17.242 15.336
57 17.828 17.242 15.336  0.11  -0.086 -0.008 0.064  17.742 17.234 15.400
# collide dist=5.14e-01
56 17.742 17.234 15.400  0.51  -0.411 -0.040 0.306  17.331 17.194 15.706
35 17.331 17.194 15.706  0.24  -0.131 -0.201 0.032  17.200 16.993 15.738
# collide dist=1.96e-01
56 17.200 16.993 15.738  0.20  -0.106 -0.163 0.026  17.094 16.831 15.764
44 17.094 16.831 15.764  0.10  0.065 -0.031 0.062  17.160 16.800 15.826
# collide dist=1.72e-01
56 17.160 16.800 15.826  0.17  0.118 -0.055 0.112  17.277 16.745 15.939
# collide dist=2.56e-01
57 17.277 16.745 15.939  0.26  -0.058 0.248 0.021  17.220 16.993 15.960
56 17.220 16.993 15.960  1.50  0.889 1.207 -0.024  18.109 18.200 15.936
# X=94 Y=96 Z=79
# collide dist=1.86e-01
57 18.109 18.200 15.936  0.19  0.110 0.150 -0.003  18.219 18.350 15.932
32 18.219 18.350 15.932  0.24  -0.219 -0.058 -0.081  18.000 18.291 15.852
57 18.000 18.291 15.852  0.44  -0.400 -0.106 -0.147  17.600 18.185 15.705
# collide dist=4.07e-01
56 17.600 18.185 15.705  0.41  -0.371 -0.098 -0.136  17.229 18.087 15.569
# X=70 Y=107 Z=71
# collide dist=1.17e+00
57 17.229 18.087 15.569  1.17  -0.766 0.827 -0.321  16.463 18.914 15.247
32 16.463 18.914 15.247  0.27  0.223 -0.007 0.153  16.686 18.907 15.400
# X=95 Y=94 Z=84
# collide dist=1.88e+00
57 16.686 18.907 15.400  1.88  1.550 -0.046 1.062  18.236 18.861 16.462
32 18.236 18.861 16.462  0.15  -0.002 0.139 -0.063  18.234 19.000 16.399
# X=91 Y=97 Z=81
# collide dist=1.92e-01
57 18.234 19.000 16.399  0.19  -0.002 0.174 -0.079  18.232 19.174 16.320
32 18.232 19.174 16.320  0.18  -0.129 0.001 -0.120  18.102 19.176 16.200
# X=38 Y=96 Z=33
# collide dist=9.97e-01
57 18.102 19.176 16.200  1.00  -0.732 0.008 -0.677  17.371 19.184 15.523
32 17.371 19.184 15.523  0.05  0.029 0.030 -0.029  17.400 19.214 15.494
# X=89 Y=98 Z=74
57 17.400 19.214 15.494  0.99  0.567 0.586 -0.554  17.967 19.800 14.940
32 17.967 19.800 14.940  0.00  0.000 0.000 -0.000  17.967 19.800 14.940
### escape
### CGp=(-5.500,-5.500,-1.000)     CGw=(0.000,0.000,1.000) 
0 30.738 17.500 35.960  0.90  -0.636 0.000 -0.636  30.102 17.500 35.324
0 30.102 17.500 35.324  0.00  -0.000 0.000 -0.000  30.102 17.500 35.324
1 30.102 17.500 35.324  0.10  -0.071 0.000 -0.071  30.031 17.500 35.253
5 30.031 17.500 35.253  1.00  -0.707 0.000 -0.707  29.324 17.500 34.546
# collide dist=6.86e+00
3 29.324 17.500 34.546  6.86  -4.847 0.000 -4.847  24.477 17.500 29.699
3 24.477 17.500 29.699  2.27  -0.746 -1.372 -1.651  23.731 16.128 28.048
1 23.731 16.128 28.048  1.35  -0.445 -0.817 -0.984  23.286 15.311 27.064
#  entering Box at 0.36
0 23.286 15.311 27.064  0.36  -0.119 -0.219 -0.264  23.167 15.092 26.800
32 23.167 15.092 26.800  0.00  -0.000 -0.000 -0.000  23.167 15.092 26.800
#  entering Box at 0.00
0 23.167 15.092 26.800  0.00  -0.000 -0.000 -0.000  23.167 15.092 26.800
32 23.167 15.092 26.800  6.78  -2.225 -4.092 -4.924  20.942 11.000 21.876
# collide dist=2.43e+00
57 20.942 11.000 21.876  2.43  -0.798 -1.467 -1.765  20.144 9.533 20.110
56 20.144 9.533 20.110  0.33  0.035 -0.094 -0.310  20.179 9.439 19.800
57 20.179 9.439 19.800  2.90  0.306 -0.839 -2.755  20.485 8.600 17.045
47 20.485 8.600 17.045  0.69  0.073 -0.200 -0.657  20.558 8.400 16.388
# collide dist=1.40e-01
39 20.558 8.400 16.388  0.14  0.015 -0.041 -0.133  20.573 8.359 16.255
47 20.573 8.359 16.255  0.56  -0.373 -0.397 0.131  20.200 7.963 16.386
# X=91 Y=29 Z=85
# collide dist=7.83e-01
57 20.200 7.963 16.386  0.78  -0.521 -0.555 0.184  19.679 7.408 16.570
32 19.679 7.408 16.570  0.07  -0.066 -0.011 0.030  19.613 7.397 16.600
# collide dist=6.66e-02
57 19.613 7.397 16.600  0.07  -0.060 -0.010 0.027  19.553 7.387 16.627
56 19.553 7.387 16.627  0.26  0.247 -0.005 0.065  19.800 7.382 16.692
# X=100 Y=36 Z=83
57 19.800 7.382 16.692  0.41  0.400 -0.008 0.106  20.200 7.375 16.798
32 20.200 7.375 16.798  0.00  0.000 -0.000 0.000  20.200 7.375 16.798
### escape
### CGp=(-5.000,-5.000,-1.000)     CGw=(0.000,0.000,1.000) 
0 30.385 17.000 36.314  0.90  -0.636 0.000 -0.636  29.748 17.000 35.677
1 29.748 17.000 35.677  0.10  -0.071 0.000 -0.071  29.678 17.000 35.607
5 29.678 17.000 35.607  1.00  -0.707 0.000 -0.707  28.971 17.000 34.899
# collide dist=6.86e+00
3 28.971 17.000 34.899  6.86  -4.847 0.000 -4.847  24.123 17.000 30.052
3 24.123 17.000 30.052  2.27  -0.746 -1.372 -1.651  23.377 15.628 28.401
1 23.377 15.628 28.401  1.35  -0.445 -0.817 -0.984  22.933 14.811 27.417
#  entering Box at 0.85
0 22.933 14.811 27.417  0.85  -0.279 -0.513 -0.617  22.654 14.298 26.800
32 22.654 14.298 26.800  0.00  -0.000 -0.000 -0.000  22.654 14.298 26.800
#  entering Box at 0.00
0 22.654 14.298 26.800  0.00  -0.000 -0.000 -0.000  22.654 14.298 26.800
32 22.654 14.298 26.800  6.33  -2.079 -3.822 -4.600  20.575 10.476 22.200
# collide dist=2.43e+00
57 20.575 10.476 22.200  2.43  -0.798 -1.467 -1.765  19.777 9.009 20.435
56 19.777 9.009 20.435  0.04  0.004 -0.011 -0.035  19.781 8.998 20.400
# X=101 Y=37 Z=79
57 19.781 8.998 20.400  4.84  0.512 -1.401 -4.600  20.293 7.598 15.800
32 20.293 7.598 15.800  0.00  0.000 -0.000 -0.000  20.293 7.598 15.800
### escape
### CGp=(-4.500,-4.500,-1.000)     CGw=(0.000,0.000,1.000) 
0 30.031 16.500 36.667  0.90  -0.636 0.000 -0.636  29.395 16.500 36.031
1 29.395 16.500 36.031  0.10  -0.071 0.000 -0.071  29.324 16.500 35.960
1 29.324 16.500 35.960  0.00  -0.000 0.000 -0.000  29.324 16.500 35.960
5 29.324 16.500 35.960  1.00  -0.707 0.000 -0.707  28.617 16.500 35.253
3 28.617 16.500 35.253  8.55  -6.046 0.000 -6.046  22.571 16.500 29.207
1 22.571 16.500 29.207  1.01  -0.714 0.000 -0.714  21.857 16.500 28.493
#  entering Box at 2.39
0 21.857 16.500 28.493  2.39  -1.693 0.000 -1.693  20.164 16.500 26.800
32 20.164 16.500 26.800  0.00  -0.000 0.000 -0.000  20.164 16.500 26.800
#  entering Box at 0.00
0 20.164 16.500 26.800  0.00  -0.000 0.000 -0.000  20.164 16.500 26.800
32 20.164 16.500 26.800  3.34  -2.364 0.000 -2.364  17.800 16.500 24.436
# collide dist=6.99e-01
57 17.800 16.500 24.436  0.70  -0.494 0.000 -0.494  17.306 16.500 23.942
56 17.306 16.500 23.942  0.35  0.037 -0.100 -0.328  17.342 16.400 23.613
57 17.342 16.400 23.613  0.22  0.024 -0.065 -0.213  17.366 16.335 23.400
# collide dist=9.55e-01
56 17.366 16.335 23.400  0.96  0.101 -0.277 -0.909  17.467 16.058 22.491
57 17.467 16.058 22.491  0.17  0.133 -0.076 -0.077  17.600 15.982 22.414
# collide dist=2.61e+00
56 17.600 15.982 22.414  2.61  2.023 -1.161 -1.177  19.623 14.821 21.237
57 19.623 14.821 21.237  0.25  -0.036 -0.221 0.102  19.588 14.600 21.338
# collide dist=6.66e-02
56 19.588 14.600 21.338  0.07  -0.010 -0.060 0.027  19.578 14.540 21.366
57 19.578 14.540 21.366  0.13  0.129 -0.002 0.034  19.707 14.538 21.400
56 19.707 14.538 21.400  0.30  0.293 -0.006 0.077  20.000 14.532 21.477
# X=104 Y=72 Z=108
# collide dist=6.08e-01
57 20.000 14.532 21.477  0.61  0.588 -0.011 0.155  20.588 14.521 21.632
32 20.588 14.521 21.632  0.11  0.012 -0.083 -0.071  20.600 14.438 21.561
# X=107 Y=41 Z=81
# collide dist=1.87e+00
57 20.600 14.438 21.561  1.87  0.210 -1.412 -1.214  20.810 13.026 20.347
32 20.810 13.026 20.347  0.24  0.190 -0.137 -0.041  21.000 12.890 20.306
# X=108 Y=62 Z=100
# collide dist=7.37e-01
57 21.000 12.890 20.306  0.74  0.589 -0.424 -0.128  21.589 12.465 20.179
32 21.589 12.465 20.179  0.24  -0.225 0.068 0.021  21.364 12.534 20.200
# collide dist=1.14e+00
57 21.364 12.534 20.200  1.14  -1.086 0.329 0.102  20.278 12.863 20.302
# collide dist=1.96e-01
56 20.278 12.863 20.302  0.20  -0.179 0.024 0.074  20.099 12.887 20.376
57 20.099 12.887 20.376  0.15  0.101 -0.047 0.096  20.200 12.840 20.472
# collide dist=1.72e-01
56 20.200 12.840 20.472  0.17  0.118 -0.055 0.112  20.318 12.785 20.585
# collide dist=2.56e-01
57 20.318 12.785 20.585  0.26  -0.058 0.248 0.021  20.260 13.033 20.606
56 20.260 13.033 20.606  0.24  0.140 0.190 -0.004  20.400 13.223 20.602
# X=106 Y=71 Z=102
# collide dist=1.86e-01
57 20.400 13.223 20.602  0.19  0.110 0.150 -0.003  20.510 13.372 20.599
32 20.510 13.372 20.599  0.34  -0.310 -0.082 -0.114  20.200 13.290 20.485
57 20.200 13.290 20.485  0.22  -0.200 -0.053 -0.073  20.000 13.237 20.412
# collide dist=4.07e-01
56 20.000 13.237 20.412  0.41  -0.371 -0.098 -0.136  19.629 13.138 20.276
35 19.629 13.138 20.276  0.09  -0.057 0.062 -0.024  19.572 13.200 20.252
# collide dist=3.11e-01
56 19.572 13.200 20.252  0.31  -0.203 0.219 -0.085  19.369 13.419 20.166
57 19.369 13.419 20.166  0.22  -0.004 -0.219 0.008  19.365 13.200 20.174
# collide dist=8.31e-02
56 19.365 13.200 20.174  0.08  -0.002 -0.083 0.003  19.363 13.117 20.177
# collide dist=2.14e-01
57 19.363 13.117 20.177  0.21  0.004 -0.108 0.185  19.367 13.009 20.361
# collide dist=7.36e-01
56 19.367 13.009 20.361  0.74  0.078 -0.094 -0.726  19.445 12.915 19.635
# collide dist=1.32e-01
57 19.445 12.915 19.635  0.13  0.078 -0.055 0.091  19.523 12.859 19.726
# collide dist=5.73e-01
56 19.523 12.859 19.726  0.57  -0.279 0.465 0.186  19.244 13.324 19.912
# collide dist=3.92e-02
57 19.244 13.324 19.912  0.04  -0.032 0.021 -0.006  19.212 13.346 19.906
# collide dist=3.03e+00
56 19.212 13.346 19.906  3.03  -1.370 -2.634 -0.598  17.841 10.712 19.308
57 17.841 10.712 19.308  0.22  0.159 -0.043 0.145  18.000 10.669 19.453
# collide dist=3.52e-01
56 18.000 10.669 19.453  0.35  0.254 -0.069 0.233  18.254 10.600 19.686
# collide dist=1.07e-01
57 18.254 10.600 19.686  0.11  -0.066 0.061 -0.059  18.188 10.661 19.627
# collide dist=6.29e-01
56 18.188 10.661 19.627  0.63  0.254 0.097 -0.567  18.442 10.758 19.060
57 18.442 10.758 19.060  0.06  -0.042 0.044 -0.016  18.400 10.802 19.044
# collide dist=2.11e-01
56 18.400 10.802 19.044  0.21  -0.140 0.148 -0.054  18.260 10.950 18.990
55 18.260 10.950 18.990  0.23  -0.060 -0.210 -0.082  18.200 10.740 18.908
# collide dist=1.23e+00
56 18.200 10.740 18.908  1.23  -0.314 -1.108 -0.433  17.886 9.632 18.475
57 17.886 9.632 18.475  0.12  -0.062 -0.063 -0.075  17.823 9.569 18.400
# collide dist=3.05e-01
56 17.823 9.569 18.400  0.30  -0.164 -0.165 -0.197  17.659 9.404 18.203
57 17.659 9.404 18.203  0.01  0.003 -0.004 -0.013  17.662 9.400 18.190
56 17.662 9.400 18.190  1.29  0.281 -0.397 -1.190  17.943 9.003 17.000
# X=98 Y=32 Z=45
# collide dist=1.31e+00
57 17.943 9.003 17.000  1.31  0.287 -0.406 -1.217  18.230 8.597 15.783
32 18.230 8.597 15.783  0.03  0.018 0.013 0.017  18.248 8.610 15.800
# collide dist=1.80e-01
57 18.248 8.610 15.800  0.18  0.116 0.085 0.109  18.363 8.695 15.909
47 18.363 8.695 15.909  0.16  0.121 0.105 -0.020  18.485 8.800 15.889
57 18.485 8.800 15.889  0.72  0.539 0.467 -0.089  19.024 9.267 15.800
# collide dist=1.56e-01
47 19.024 9.267 15.800  0.16  0.117 0.102 -0.019  19.141 9.368 15.781
# collide dist=4.90e-02
57 19.141 9.368 15.781  0.05  0.048 0.007 0.009  19.189 9.376 15.790
# collide dist=3.79e-01
47 19.189 9.376 15.790  0.38  0.006 -0.355 0.133  19.195 9.021 15.923
57 19.195 9.021 15.923  0.21  0.005 -0.196 0.077  19.200 8.825 16.000
47 19.200 8.825 16.000  0.89  0.021 -0.825 0.326  19.221 8.000 16.326
# X=96 Y=33 Z=83
57 19.221 8.000 16.326  1.29  0.030 -1.201 0.474  19.251 6.799 16.800
32 19.251 6.799 16.800  0.00  0.000 -0.000 0.000  19.251 6.799 16.800
### escape
### CGp=(-4.000,-4.000,-1.000)     CGw=(0.000,0.000,1.000) 
0 29.678 16.000 37.021  0.90  -0.636 0.000 -0.636  29.041 16.000 36.384
1 29.041 16.000 36.384  0.10  -0.071 0.000 -0.071  28.971 16.000 36.314
5 28.971 16.000 36.314  1.00  -0.707 0.000 -0.707  28.263 16.000 35.607
5 28.263 16.000 35.607  0.00  -0.000 0.000 -0.000  28.263 16.000 35.607
3 28.263 16.000 35.607  8.55  -6.046 0.000 -6.046  22.218 16.000 29.561
1 22.218 16.000 29.561  1.01  -0.714 0.000 -0.714  21.504 16.000 28.847
#  entering Box at 2.89
0 21.504 16.000 28.847  2.89  -2.047 0.000 -2.047  19.457 16.000 26.800
32 19.457 16.000 26.800  0.00  -0.000 0.000 -0.000  19.457 16.000 26.800
#  entering Box at 0.00
0 19.457 16.000 26.800  0.00  -0.000 0.000 -0.000  19.457 16.000 26.800
32 19.457 16.000 26.800  2.83  -2.000 0.000 -2.000  17.457 16.000 24.800
# collide dist=6.99e-01
57 17.457 16.000 24.800  0.70  -0.494 0.000 -0.494  16.963 16.000 24.306
56 16.963 16.000 24.306  0.11  0.012 -0.032 -0.106  16.974 15.968 24.200
57 16.974 15.968 24.200  0.24  0.026 -0.070 -0.231  17.000 15.897 23.969
# collide dist=9.55e-01
56 17.000 15.897 23.969  0.96  0.101 -0.277 -0.909  17.101 15.621 23.060
57 17.101 15.621 23.060  0.13  0.099 -0.057 -0.058  17.200 15.564 23.003
# collide dist=2.61e+00
56 17.200 15.564 23.003  2.61  2.023 -1.161 -1.177  19.223 14.403 21.825
57 19.223 14.403 21.825  0.16  -0.023 -0.145 0.066  19.200 14.259 21.892
# collide dist=6.66e-02
56 19.200 14.259 21.892  0.07  -0.010 -0.060 0.027  19.190 14.199 21.919
57 19.190 14.199 21.919  0.22  0.210 -0.004 0.055  19.400 14.195 21.975
56 19.400 14.195 21.975  0.21  0.200 -0.004 0.053  19.600 14.191 22.027
# X=102 Y=70 Z=111
# collide dist=6.08e-01
57 19.600 14.191 22.027  0.61  0.588 -0.011 0.155  20.188 14.180 22.182
32 20.188 14.180 22.182  0.24  0.027 -0.180 -0.155  20.214 14.000 22.028
# X=105 Y=39 Z=84
# collide dist=1.87e+00
57 20.214 14.000 22.028  1.87  0.210 -1.412 -1.214  20.425 12.588 20.814
32 20.425 12.588 20.814  0.22  0.175 -0.126 -0.038  20.600 12.462 20.776
# X=107 Y=59 Z=103
# collide dist=7.37e-01
57 20.600 12.462 20.776  0.74  0.589 -0.424 -0.128  21.189 12.038 20.649
32 21.189 12.038 20.649  0.41  -0.389 0.118 0.037  20.800 12.156 20.685
57 20.800 12.156 20.685  0.84  -0.800 0.243 0.075  20.000 12.398 20.760
# collide dist=1.50e+00
56 20.000 12.398 20.760  1.50  -1.427 0.433 0.134  18.573 12.831 20.894
# collide dist=9.30e-02
35 18.573 12.831 20.894  0.09  0.010 0.091 0.015  18.584 12.922 20.909
# collide dist=8.87e-01
56 18.584 12.922 20.909  0.89  -0.755 0.409 -0.223  17.829 13.331 20.685
35 17.829 13.331 20.685  0.08  -0.036 0.069 -0.016  17.793 13.400 20.670
# collide dist=1.44e-01
56 17.793 13.400 20.670  0.14  -0.066 0.125 -0.028  17.727 13.525 20.641
# collide dist=2.56e-01
57 17.727 13.525 20.641  0.26  -0.058 0.248 0.021  17.669 13.773 20.663
56 17.669 13.773 20.663  3.01  1.788 2.427 -0.049  19.457 16.200 20.614
# X=101 Y=86 Z=102
# collide dist=1.86e-01
57 19.457 16.200 20.614  0.19  0.110 0.150 -0.003  19.568 16.350 20.611
32 19.568 16.350 20.611  0.18  -0.168 -0.044 -0.062  19.400 16.305 20.549
57 19.400 16.305 20.549  0.22  -0.200 -0.053 -0.073  19.200 16.252 20.476
# collide dist=4.07e-01
56 19.200 16.252 20.476  0.41  -0.371 -0.098 -0.136  18.829 16.154 20.339
35 18.829 16.154 20.339  0.07  -0.043 0.046 -0.018  18.786 16.200 20.321
# collide dist=3.11e-01
56 18.786 16.200 20.321  0.31  -0.203 0.219 -0.085  18.583 16.419 20.236
57 18.583 16.419 20.236  0.22  -0.004 -0.219 0.008  18.579 16.200 20.244
# collide dist=8.31e-02
56 18.579 16.200 20.244  0.08  -0.002 -0.083 0.003  18.577 16.117 20.247
# collide dist=2.14e-01
57 18.577 16.117 20.247  0.21  0.004 -0.108 0.185  18.581 16.009 20.431
# collide dist=7.36e-01
56 18.581 16.009 20.431  0.74  0.078 -0.094 -0.726  18.659 15.915 19.705
# collide dist=1.32e-01
57 18.659 15.915 19.705  0.13  0.078 -0.055 0.091  18.737 15.859 19.796
# collide dist=5.73e-01
56 18.737 15.859 19.796  0.57  -0.279 0.465 0.186  18.458 16.324 19.982
# collide dist=3.92e-02
57 18.458 16.324 19.982  0.04  -0.032 0.021 -0.006  18.426 16.346 19.976
# collide dist=3.03e+00
56 18.426 16.346 19.976  3.03  -1.370 -2.634 -0.598  17.056 13.712 19.378
57 17.056 13.712 19.378  0.20  0.144 -0.039 0.132  17.200 13.673 19.510
# collide dist=3.52e-01
56 17.200 13.673 19.510  0.35  0.254 -0.069 0.233  17.454 13.604 19.743
# collide dist=1.07e-01
57 17.454 13.604 19.743  0.11  -0.066 0.061 -0.059  17.388 13.665 19.684
# collide dist=6.29e-01
56 17.388 13.665 19.684  0.63  0.254 0.097 -0.567  17.642 13.762 19.117
57 17.642 13.762 19.117  0.06  -0.042 0.044 -0.016  17.600 13.806 19.101
# collide dist=2.11e-01
56 17.600 13.806 19.101  0.21  -0.140 0.148 -0.054  17.460 13.954 19.047
57 17.460 13.954 19.047  0.17  -0.044 -0.154 -0.060  17.416 13.800 18.987
# collide dist=1.23e+00
56 17.416 13.800 18.987  1.23  -0.314 -1.108 -0.433  17.102 12.692 18.554
57 17.102 12.692 18.554  0.19  -0.102 -0.102 -0.122  17.000 12.590 18.432
# collide dist=3.05e-01
56 17.000 12.590 18.432  0.30  -0.164 -0.165 -0.197  16.836 12.425 18.235
57 16.836 12.425 18.235  0.08  0.018 -0.025 -0.075  16.854 12.400 18.161
56 16.854 12.400 18.161  1.59  0.346 -0.490 -1.468  17.200 11.910 16.692
# X=99 Y=40 Z=26
# collide dist=1.31e+00
57 17.200 11.910 16.692  1.31  0.287 -0.406 -1.217  17.487 11.505 15.476
32 17.487 11.505 15.476  0.20  0.130 0.095 0.123  17.617 11.600 15.599
# collide dist=1.80e-01
57 17.617 11.600 15.599  0.18  0.116 0.085 0.109  17.733 11.685 15.708
56 17.733 11.685 15.708  0.18  0.133 0.115 -0.022  17.866 11.800 15.686
57 17.866 11.800 15.686  0.45  0.334 0.289 -0.055  18.200 12.089 15.631
# collide dist=1.56e-01
56 18.200 12.089 15.631  0.16  0.117 0.102 -0.019  18.317 12.191 15.611
# collide dist=4.90e-02
57 18.317 12.191 15.611  0.05  0.048 0.007 0.009  18.365 12.198 15.620
# collide dist=3.79e-01
56 18.365 12.198 15.620  0.38  0.006 -0.355 0.133  18.371 11.843 15.753
57 18.371 11.843 15.753  0.67  0.016 -0.624 0.247  18.387 11.219 16.000
# collide dist=1.05e+00
41 18.387 11.219 16.000  1.05  0.025 -0.976 0.385  18.411 10.243 16.385
57 18.411 10.243 16.385  0.19  -0.015 0.013 -0.185  18.397 10.255 16.200
41 18.397 10.255 16.200  0.80  -0.064 0.055 -0.800  18.332 10.310 15.400
# collide dist=1.09e+00
57 18.332 10.310 15.400  1.09  -0.088 0.074 -1.088  18.245 10.384 14.312
52 18.245 10.384 14.312  0.19  -0.115 -0.125 0.088  18.130 10.259 14.400
# collide dist=9.83e-01
57 18.130 10.259 14.400  0.98  -0.591 -0.643 0.451  17.539 9.616 14.851
46 17.539 9.616 14.851  0.27  -0.185 0.184 0.059  17.354 9.800 14.910
# collide dist=1.99e-01
57 17.354 9.800 14.910  0.20  -0.138 0.137 0.044  17.217 9.937 14.954
56 17.217 9.937 14.954  0.11  -0.065 -0.071 0.046  17.152 9.866 15.000
# collide dist=2.03e-01
57 17.152 9.866 15.000  0.20  -0.124 -0.136 0.087  17.028 9.730 15.087
40 17.028 9.730 15.087  0.32  0.172 0.267 -0.023  17.200 9.997 15.064
# X=106 Y=82 Z=72
# collide dist=3.17e+00
57 17.200 9.997 15.064  3.17  1.714 2.659 -0.232  18.914 12.656 14.832
32 18.914 12.656 14.832  0.19  -0.114 -0.151 0.028  18.800 12.506 14.860
# collide dist=1.01e+00
57 18.800 12.506 14.860  1.01  -0.601 -0.798 0.147  18.199 11.708 15.007
40 18.199 11.708 15.007  0.11  0.050 0.092 0.030  18.249 11.800 15.037
# X=104 Y=82 Z=82
# collide dist=1.56e-01
57 18.249 11.800 15.037  0.16  0.072 0.132 0.042  18.321 11.932 15.079
32 18.321 11.932 15.079  0.17  0.022 -0.132 -0.105  18.343 11.800 14.974
# X=96 Y=28 Z=50
# collide dist=1.04e+00
57 18.343 11.800 14.974  1.04  0.137 -0.809 -0.645  18.480 10.991 14.328
32 18.480 10.991 14.328  0.25  -0.056 -0.191 0.145  18.423 10.800 14.473
# X=83 Y=24 Z=94
# collide dist=2.45e+00
57 18.423 10.800 14.473  2.45  -0.559 -1.896 1.440  17.864 8.904 15.913
32 17.864 8.904 15.913  0.29  -0.010 0.269 -0.113  17.854 9.173 15.800
# collide dist=5.73e+00
57 17.854 9.173 15.800  5.73  -0.206 5.278 -2.228  17.648 14.451 13.572
49 17.648 14.451 13.572  0.17  -0.074 0.149 0.024  17.574 14.600 13.596
# collide dist=1.23e+00
57 17.574 14.600 13.596  1.23  -0.541 1.090 0.174  17.032 15.690 13.770
# collide dist=1.60e-01
51 17.032 15.690 13.770  0.16  -0.146 0.012 -0.062  16.886 15.702 13.708
# collide dist=1.47e-01
57 16.886 15.702 13.708  0.15  -0.117 0.044 0.076  16.769 15.747 13.784
51 16.769 15.747 13.784  0.05  0.031 -0.038 0.022  16.800 15.708 13.806
# collide dist=4.67e-01
57 16.800 15.708 13.806  0.47  0.268 -0.332 0.191  17.068 15.377 13.997
56 17.068 15.377 13.997  0.11  -0.068 -0.065 0.062  17.000 15.312 14.059
57 17.000 15.312 14.059  0.67  -0.400 -0.385 0.370  16.600 14.926 14.429
# collide dist=2.23e+00
56 16.600 14.926 14.429  2.23  -1.334 -1.286 1.233  15.266 13.641 15.661
# collide dist=2.10e-03
44 15.266 13.641 15.661  0.00  0.001 -0.002 -0.001  15.267 13.639 15.661
56 15.267 13.639 15.661  0.70  0.013 -0.216 -0.661  15.280 13.423 15.000
# collide dist=8.77e-01
57 15.280 13.423 15.000  0.88  0.017 -0.273 -0.833  15.297 13.150 14.167
52 15.297 13.150 14.167  0.12  -0.097 0.063 0.033  15.200 13.213 14.200
57 15.200 13.213 14.200  1.24  -1.000 0.650 0.344  14.200 13.863 14.544
# collide dist=4.45e-01
56 14.200 13.863 14.544  0.44  -0.358 0.233 0.123  13.842 14.096 14.667
# collide dist=7.75e-02
55 13.842 14.096 14.667  0.08  0.021 -0.072 0.019  13.862 14.024 14.686
# collide dist=1.63e+00
56 13.862 14.024 14.686  1.63  1.068 1.229 -0.056  14.930 15.254 14.630
51 14.930 15.254 14.630  0.20  0.070 0.007 0.189  15.000 15.261 14.820
56 15.000 15.261 14.820  0.62  0.215 0.023 0.580  15.215 15.284 15.400
57 15.215 15.284 15.400  0.43  0.148 0.016 0.400  15.362 15.299 15.800
# collide dist=2.77e-01
56 15.362 15.299 15.800  0.28  0.096 0.010 0.260  15.459 15.310 16.060
57 15.459 15.310 16.060  0.11  -0.070 -0.061 -0.060  15.388 15.249 16.000
# collide dist=6.22e-01
56 15.388 15.249 16.000  0.62  -0.396 -0.342 -0.336  14.993 14.907 15.664
55 14.993 14.907 15.664  0.40  -0.393 0.012 0.092  14.600 14.919 15.755
56 14.600 14.919 15.755  0.20  -0.190 0.006 0.045  14.410 14.925 15.800
# collide dist=1.95e+00
55 14.410 14.925 15.800  1.95  -1.901 0.058 0.445  12.508 14.982 16.245
56 12.508 14.982 16.245  0.39  -0.049 -0.382 0.086  12.459 14.600 16.331
55 12.459 14.600 16.331  1.24  -0.155 -1.200 0.271  12.304 13.400 16.603
# collide dist=1.58e+00
35 12.304 13.400 16.603  1.58  -0.197 -1.525 0.345  12.107 11.875 16.947
56 12.107 11.875 16.947  0.16  -0.138 -0.075 0.021  11.969 11.800 16.968
# collide dist=2.89e+00
35 11.969 11.800 16.968  2.89  -2.511 -1.368 0.386  9.457 10.432 17.354
57 9.457 10.432 17.354  0.26  0.199 0.168 -0.034  9.657 10.600 17.320
# collide dist=5.45e-01
35 9.657 10.600 17.320  0.54  0.413 0.348 -0.071  10.070 10.948 17.248
55 10.070 10.948 17.248  0.11  -0.070 -0.037 -0.075  10.000 10.911 17.173
# collide dist=1.22e+00
35 10.000 10.911 17.173  1.22  -0.781 -0.411 -0.839  9.219 10.499 16.334
57 9.219 10.499 16.334  0.15  -0.019 -0.135 -0.061  9.200 10.364 16.273
# collide dist=4.78e-01
35 9.200 10.364 16.273  0.48  -0.061 -0.432 -0.196  9.139 9.933 16.077
57 9.139 9.933 16.077  0.15  0.061 -0.015 0.135  9.200 9.918 16.212
# collide dist=1.43e+00
35 9.200 9.918 16.212  1.43  0.586 -0.145 1.293  9.786 9.773 17.505
56 9.786 9.773 17.505  0.20  -0.043 -0.174 0.095  9.743 9.598 17.600
# collide dist=1.37e+00
35 9.743 9.598 17.600  1.37  -0.289 -1.176 0.638  9.454 8.422 18.238
# collide dist=3.46e-01
57 9.454 8.422 18.238  0.35  -0.043 0.099 0.329  9.411 8.522 18.567
35 9.411 8.522 18.567  1.26  -0.196 0.200 1.233  9.214 8.721 19.800
56 9.214 8.721 19.800  0.21  -0.032 0.032 0.200  9.183 8.754 20.000
57 9.183 8.754 20.000  0.29  -0.045 0.046 0.285  9.137 8.800 20.285
56 9.137 8.800 20.285  0.88  -0.137 0.139 0.861  9.000 8.939 21.147
# X=42 Y=46 Z=118
# collide dist=1.37e-01
57 9.000 8.939 21.147  0.14  -0.021 0.022 0.134  8.979 8.961 21.280
